marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
0,2,0,0,0,1,8,0,1,999,0,0,-3.4,92.431,-26.9,0.7399130751233651,5017.5,1
0,6,0,0,0,1,3,0,1,999,0,0,-1.8,92.893,-46.2,1.2805242145728968,5099.1,1
0,1,0,0,0,1,2,1,1,999,0,0,-3.4,92.649,-30.1,0.7200560460217363,5017.5,1
0,3,0,0,0,1,0,3,4,999,0,0,-1.8,93.075,-47.1,1.4169124288147095,5099.1,1
0,4,1,0,0,1,4,3,1,999,0,0,1.4,93.918,-42.7,4.959481076308259,5228.1,1
0,1,0,1,0,1,0,0,1,999,0,0,-1.8,93.075,-47.1,1.4022266773016883,5099.1,1
0,1,0,1,0,0,0,3,2,999,0,0,-1.8,93.075,-47.1,1.4080810223384537,5099.1,1
0,0,0,0,0,1,4,4,1,3,1,2,-1.7,94.1396071378886,-40.06439730590187,0.8107118247364784,4991.6,1
0,1,0,0,0,0,4,1,10,999,0,0,1.4,93.918,-42.7,4.9602028322277745,5228.1,1
0,3,0,0,0,0,4,4,9,999,0,0,1.4,94.44767060580897,-41.8285127143911,4.96184159603116,5228.1,1
0,1,0,0,0,0,1,4,1,5,2,2,-1.7,94.027,-38.3,0.902834097941015,4991.6,1
0,2,0,1,1,1,0,3,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
0,1,0,1,0,1,4,3,1,3,2,2,-1.7,94.16400456485037,-40.1406392651574,0.7606456615310916,4991.6,1
0,3,0,0,0,1,5,2,2,999,0,0,-2.9,92.963,-40.8,1.266,5076.2,1
0,4,0,1,0,0,3,4,2,999,0,0,-1.8,93.876,-40.0,0.6734352446430772,5008.7,1
1,1,0,1,0,1,5,2,1,999,0,0,-2.9,92.963,-40.8,1.2617252954117282,5076.2,1
1,1,0,0,0,1,3,2,4,999,0,0,-1.8,92.893,-46.2,1.2966031647631089,5099.1,1
0,1,0,0,0,1,3,3,1,2,4,2,-1.8,93.876,-40.0,0.6820308564662044,5008.7,1
0,2,0,1,0,1,0,2,1,6,1,2,-1.8,93.749,-34.6,0.6443841765552044,5008.7,1
0,1,0,1,0,1,6,3,1,999,0,0,-1.1,94.199,-37.5,0.8795851223250571,4963.6,1
0,5,1,0,0,0,5,4,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
0,1,0,1,0,1,0,3,1,999,0,0,-1.8,93.075,-47.1,1.4191150110630222,5099.1,1
0,6,0,0,0,0,9,1,5,5,1,2,-1.8,93.369,-34.8,0.6428553508201051,5008.7,1
0,1,0,0,0,0,6,1,1,999,0,0,-1.1,94.199,-37.5,0.879,4963.6,1
0,5,0,0,0,1,9,1,2,999,0,0,-1.8,93.369,-34.8,0.6479066089660028,5008.7,1
0,2,0,0,0,0,3,0,1,999,0,0,-1.8,92.893,-46.2,1.2772118179695382,5099.1,1
1,4,0,1,0,0,3,1,3,999,0,0,1.1,93.994,-36.4,4.858138104182342,5191.0,1
0,0,0,0,0,1,2,0,1,3,1,2,-3.4,92.649,-30.1,0.715,5017.5,1
0,1,0,1,0,0,9,2,1,999,0,0,-1.8,92.843,-50.0,1.7088932923200681,5099.1,1
1,2,0,0,0,0,3,1,5,999,0,0,1.1,93.994,-36.4,4.863543795620148,5191.0,1
2,1,0,0,0,0,0,3,2,999,0,0,-1.8,93.749,-34.6,0.6390075418636674,5008.7,1
0,0,0,0,0,0,3,3,3,999,0,0,1.1,93.994,-36.4,4.859233570898047,5191.0,1
1,1,0,1,0,1,9,1,2,999,0,0,-1.8,92.843,-50.0,1.6798396166613299,5099.1,1
0,3,0,1,0,0,3,2,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
0,1,0,0,0,1,4,0,1,999,0,0,1.4,93.918,-42.7,4.961414062770313,5228.1,1
0,5,0,0,0,1,4,3,2,6,2,2,-1.7,94.215,-40.3,0.896630353058697,4991.6,1
1,2,0,1,0,1,5,2,2,999,0,0,-2.9,92.963,-40.8,1.264295459638087,5076.2,1
0,1,0,1,0,1,5,0,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
0,2,0,0,0,0,1,4,2,999,0,0,-2.9,92.201,-31.4,0.8532214766299491,5076.2,1
0,4,0,0,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.964586985483007,5228.1,1
0,2,0,0,0,0,9,2,2,999,0,0,-1.8,92.843,-50.0,1.528278779539257,5099.1,1
2,1,0,1,0,1,4,0,5,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
0,6,0,1,0,1,1,3,8,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
0,2,0,0,0,0,7,1,2,999,0,0,-3.0,92.713,-33.0,0.7173138084995154,5023.5,1
1,1,0,1,0,1,3,4,1,999,0,0,-1.8,92.893,-46.2,1.3159674896814157,5099.1,1
0,6,0,1,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.965274885091607,5228.1,1
0,1,0,1,0,1,0,1,1,999,0,0,-1.8,93.075,-47.1,1.403945054215274,5099.1,1
0,2,0,0,0,1,2,1,1,3,1,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
0,1,0,0,0,0,5,2,2,999,0,0,1.4,94.465,-41.8,4.952543459046526,5228.1,1
0,1,0,1,0,0,8,2,1,999,0,0,-0.1,93.798,-40.4,4.912,5195.8,1
1,1,0,0,0,1,1,2,1,999,0,0,1.4,93.444,-36.1,4.964696076316387,5228.1,1
0,1,0,0,0,1,1,3,1,999,0,0,-1.7,94.027,-38.3,0.9005585866099852,4991.6,1
0,1,0,1,0,1,4,3,1,14,1,2,-1.7,94.215,-40.3,0.800213138174549,4991.6,1
0,2,0,1,0,1,3,3,1,999,0,0,-1.8,92.893,-46.2,1.2811595491252008,5099.1,1
0,0,0,0,1,1,4,3,1,999,0,0,-1.7,94.215,-40.3,0.8855500722769803,4991.6,1
1,1,0,0,0,1,6,0,1,3,1,2,-3.4,92.379,-29.8,0.7831032583737294,5017.5,1
1,6,0,0,0,1,8,2,1,3,1,2,-1.1,94.601,-49.5,0.983005601469303,4963.6,1
0,6,0,1,0,1,1,3,1,999,0,0,-2.9,92.201,-31.4,0.8665026472798222,5076.2,1
1,5,1,0,0,0,5,3,3,999,0,0,1.4,94.465,-41.8,4.944737812462719,5228.1,1
2,1,0,0,0,0,0,0,1,6,1,2,-1.8,93.749,-34.6,0.6430136764337804,5008.7,1
0,1,0,1,0,1,8,4,2,6,1,2,-3.4,92.431,-26.9,0.735,5017.5,1
0,0,0,0,0,1,4,2,1,999,0,0,1.4,93.918,-42.7,4.961233878276096,5228.1,1
0,0,0,0,0,1,1,1,1,3,1,2,-2.9,92.201,-31.4,0.8490000000000001,5076.2,1
1,2,0,1,0,1,0,0,1,999,0,0,-1.8,93.075,-47.1,1.453,5099.1,1
1,1,0,0,0,1,5,0,1,3,1,2,-2.9,92.963,-40.8,1.2634622701776872,5076.2,1
0,2,0,1,0,1,3,3,3,999,0,0,-1.8,92.893,-46.2,1.2716391233583397,5099.1,1
0,1,0,1,0,1,6,4,2,999,0,0,-3.4,92.379,-29.8,0.7953006131218103,5017.5,1
0,2,0,0,0,0,3,3,1,999,0,0,1.1,93.994,-36.4,4.859910516009933,5191.0,1
1,2,0,0,0,1,4,0,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
1,2,0,1,0,0,5,2,2,999,0,0,1.4,94.465,-41.8,4.958,5228.1,1
1,5,0,0,0,1,0,3,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
1,2,0,1,0,1,8,2,1,999,0,0,-1.1,94.601,-49.5,0.9972604189608867,4963.6,1
1,2,0,0,0,0,4,4,1,6,1,2,-1.7,94.14702572830252,-40.08758040094536,0.7970912409909637,4991.6,1
1,2,0,0,0,1,4,1,2,999,0,0,1.4,93.918,-42.7,4.960808025999249,5228.1,1
0,1,0,0,0,1,8,4,1,6,1,2,-3.4,92.431,-26.9,0.7356898456285325,5017.5,1
1,2,0,0,0,1,3,4,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,1
0,5,0,0,0,1,3,3,2,999,0,0,-1.8,92.893,-46.2,1.302082123405909,5099.1,1
1,1,0,1,0,1,4,2,4,999,0,0,-2.9,92.469,-33.6,1.048,5076.2,1
0,0,0,0,0,1,0,2,1,12,1,2,-1.8,93.749,-34.6,0.635843480755383,5008.7,1
0,1,0,1,0,1,0,0,1,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
2,3,0,1,0,0,2,3,2,999,0,0,-0.1,93.2,-42.0,4.118510847683348,5195.8,1
0,1,0,0,0,1,0,4,2,999,0,0,-1.8,93.075,-47.1,1.4206822051736898,5099.1,1
0,5,0,1,0,0,4,1,7,999,0,0,1.4,93.918,-42.7,4.961484379784474,5228.1,1
1,2,0,1,0,1,6,1,2,6,1,2,-1.1,94.199,-37.5,0.879,4963.6,1
1,2,0,0,0,1,4,2,3,999,0,0,1.4,93.918,-42.7,4.961835369403425,5228.1,1
0,1,0,1,1,1,2,3,2,999,0,0,-0.1,93.2,-42.0,4.103486454950747,5195.8,1
0,3,0,0,0,0,3,3,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,1
0,0,0,1,0,1,0,1,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
1,2,0,0,0,1,8,2,1,999,0,0,-3.4,92.431,-26.9,0.7344686422721842,5017.5,1
2,5,0,1,0,1,9,0,1,999,0,0,-1.8,92.843,-50.0,1.565943122188335,5099.1,1
1,1,0,0,0,1,1,3,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
0,1,0,0,0,1,1,3,1,999,0,0,-1.7,94.027,-38.3,0.904,4991.6,1
1,1,0,1,0,1,0,3,2,999,0,0,-1.8,93.075,-47.1,1.3959672381975219,5099.1,1
0,1,0,1,0,1,7,0,2,999,0,0,-3.0,92.713,-33.0,0.7134203485518125,5023.5,1
0,1,0,1,0,1,1,3,1,3,3,2,-1.7,94.027,-38.3,0.8993640762746989,4991.6,1
1,1,0,0,0,1,9,3,1,999,0,0,-1.8,93.369,-34.8,0.6439743458249773,5008.7,1
1,2,0,1,1,1,3,0,1,10,1,2,-1.8,92.893,-46.2,1.3107630844332103,5099.1,1
0,1,0,1,1,0,0,3,2,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
1,2,0,1,1,1,0,4,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,1
0,1,0,0,0,1,4,0,2,999,0,0,-1.7,94.215,-40.3,0.8776884428242855,4991.6,1
0,2,1,0,0,0,3,1,11,999,0,0,1.1,93.994,-36.4,4.858139770914524,5191.0,1
2,1,0,1,0,1,3,2,1,999,0,0,-1.8,92.893,-46.2,1.3535903294273606,5099.1,1
1,2,0,0,0,0,3,1,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,1
0,1,0,1,0,1,3,3,2,2,1,2,-1.8,92.893,-46.2,1.2886404211967057,5099.1,1
0,6,0,1,0,1,0,2,1,999,0,0,-1.8,93.075,-47.1,1.374281300139684,5099.1,1
0,6,0,0,0,1,8,2,1,6,2,2,-1.1,94.601,-49.5,0.9880598215020716,4963.6,1
0,1,0,1,0,0,4,4,3,999,0,0,-2.9,92.469,-33.6,1.0719761616998933,5076.2,1
1,4,0,0,0,0,0,1,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
1,1,0,0,0,0,0,0,1,999,0,0,-1.8,93.749,-34.6,0.6459999999999999,5008.7,1
0,1,0,1,1,1,3,1,1,999,0,0,-1.8,92.893,-46.2,1.2913772338966747,5099.1,1
0,0,0,0,0,1,3,0,1,999,0,0,-1.8,92.893,-46.2,1.3355168633087864,5099.1,1
1,1,0,0,0,1,9,1,2,999,0,0,-1.8,92.843,-50.0,1.5405201051384199,5099.1,1
0,0,0,0,0,0,2,4,1,3,1,2,-3.4,92.649,-30.1,0.715,5017.5,1
0,1,0,0,0,0,2,2,3,999,0,0,-3.4,92.649,-30.1,0.7170056061953767,5017.5,1
0,1,0,1,0,0,2,3,1,999,0,0,-0.1,93.2,-42.0,4.638160551520842,5195.8,1
0,4,1,0,0,0,3,0,1,999,0,0,1.1,93.994,-36.4,4.856692307756347,5191.0,1
0,0,0,1,0,0,1,0,3,999,0,0,1.4,93.444,-36.1,4.96757985008642,5228.1,1
0,2,1,1,0,0,5,0,3,999,0,0,1.4,94.465,-41.8,4.9606541783940195,5228.1,1
0,0,0,0,0,0,5,1,4,999,0,0,1.4,94.465,-41.8,4.962517157181562,5228.1,1
0,1,0,1,1,1,2,3,2,999,0,0,-0.1,93.2,-42.0,4.116453373013182,5195.8,1
0,2,0,1,0,1,3,3,1,6,1,2,-1.8,93.876,-40.0,0.6824911483547501,5008.7,1
0,2,0,0,0,1,4,3,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
0,2,0,1,0,1,1,2,6,999,0,0,1.4,93.444,-36.1,4.962477480593167,5228.1,1
1,1,0,1,0,1,4,2,2,999,0,0,-2.9,92.469,-33.6,1.005430609013892,5076.2,1
0,5,0,0,0,1,2,1,2,999,0,0,-1.1,94.767,-50.8,1.0391995556046874,4963.6,1
1,1,0,1,0,0,2,1,2,3,1,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
1,1,0,1,0,1,1,0,3,999,0,0,1.4,93.444,-36.1,4.9665819008511045,5228.1,1
0,2,0,0,0,1,5,0,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
0,4,0,0,0,1,3,1,1,999,0,0,-1.8,92.893,-46.2,1.271132235028515,5099.1,1
0,1,0,1,0,1,1,2,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,1
2,2,0,1,0,0,3,3,2,999,0,0,1.1,93.994,-36.4,4.855739853700278,5191.0,1
1,1,0,1,0,1,0,2,1,6,1,2,-1.8,93.749,-34.6,0.642165490680233,5008.7,1
2,5,0,1,0,1,9,0,1,999,0,0,-1.8,92.843,-50.0,1.5582856473043416,5099.1,1
0,4,0,1,0,1,0,3,3,999,0,0,-1.8,93.075,-47.1,1.483476714914233,5099.1,1
1,1,0,1,0,0,5,2,2,999,0,0,1.4,94.465,-41.8,4.960002617506174,5228.1,1
0,5,0,0,0,1,1,3,4,999,0,0,-2.9,92.201,-31.4,0.8532156761068203,5076.2,1
1,1,1,0,0,1,3,4,1,999,0,0,-1.8,92.893,-46.2,1.2956703924354926,5099.1,1
0,1,0,0,0,1,1,2,6,999,0,0,1.4,93.444,-36.1,4.963855171244054,5228.1,1
0,4,0,0,0,1,6,1,1,999,0,0,-1.1,94.199,-37.5,0.879,4963.6,1
0,5,0,1,0,1,5,0,1,6,2,2,-1.7,94.055,-39.8,0.7199807536873158,4991.6,1
0,1,0,0,0,1,3,2,1,999,0,0,-1.8,93.876,-40.0,0.6997915077004472,5008.7,1
1,1,0,1,0,1,5,1,2,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,1
2,1,0,0,0,1,0,2,1,999,0,0,-1.8,93.075,-47.1,1.3782001213442734,5099.1,1
0,6,0,0,0,0,2,0,1,999,0,0,-0.1,93.2,-42.0,4.243835984570359,5195.8,1
0,1,0,1,0,1,1,3,10,999,0,0,1.4,93.444,-36.1,4.9624038043068,5228.1,1
0,1,0,1,1,1,0,3,1,999,0,0,-1.8,93.075,-47.1,1.3701504514937075,5099.1,1
0,4,0,0,0,1,3,2,5,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,1
1,2,0,1,0,1,5,2,1,999,0,0,-2.9,92.963,-40.8,1.2624553655645046,5076.2,1
0,2,0,1,0,1,1,4,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
1,6,0,0,0,1,2,3,2,4,1,2,-3.4,92.649,-30.1,0.7149284067076261,5017.5,1
0,1,0,0,0,1,9,3,5,999,0,0,-1.8,92.843,-50.0,1.7881520410673029,5099.1,1
0,1,0,1,0,1,0,3,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
0,1,0,0,0,0,3,0,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
0,1,0,1,0,0,3,4,1,999,0,0,1.1,93.994,-36.4,4.856053775127949,5191.0,1
0,1,0,1,0,1,5,2,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
0,5,0,0,0,1,4,3,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
1,1,0,0,0,1,9,1,2,999,0,0,-1.8,92.843,-50.0,1.523748132912821,5099.1,1
1,2,0,0,0,0,4,1,6,999,0,0,1.4,94.43902065909877,-41.842744802214085,4.94761742492087,5228.1,1
0,4,0,0,0,1,7,3,2,999,0,0,-3.0,92.713,-33.0,0.7064032748119086,5023.5,1
0,6,0,0,0,1,1,2,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
0,1,0,1,0,1,0,0,1,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
1,1,0,1,1,1,0,4,1,999,0,0,-1.8,93.075,-47.1,1.4582765835765357,5099.1,1
0,3,0,0,0,0,5,3,2,999,0,0,1.4,94.465,-41.8,4.8653192265801835,5228.1,1
0,3,1,1,0,1,3,3,1,999,0,0,-1.8,92.893,-46.2,1.2817526719096513,5099.1,1
1,2,0,0,0,1,3,3,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
1,1,0,0,0,1,2,3,1,999,0,0,-0.1,93.2,-42.0,4.092311396800412,5195.8,1
0,1,0,1,0,1,3,0,1,999,0,0,-1.8,92.893,-46.2,1.2938548436480013,5099.1,1
1,2,0,1,0,1,4,3,3,999,0,0,1.4,93.918,-42.7,4.968,5228.1,1
0,5,0,1,0,1,3,0,2,999,0,0,-1.8,92.893,-46.2,1.2951168777416304,5099.1,1
1,6,0,0,0,1,8,0,1,999,0,0,-3.4,92.431,-26.9,0.7433851279830287,5017.5,1
1,1,0,0,0,1,8,2,1,999,0,0,-1.1,94.601,-49.5,0.9794764611704565,4963.6,1
0,1,0,0,0,1,1,2,1,6,1,2,-1.7,94.027,-38.3,0.904,4991.6,1
0,1,0,1,0,1,1,2,6,3,1,2,-2.9,92.201,-31.4,0.8480052203754773,5076.2,1
0,1,0,1,0,0,4,0,7,999,0,0,1.4,94.32083055261553,-42.037207500266966,4.889565697250995,5228.1,1
0,5,0,0,0,0,5,4,1,999,0,0,1.4,94.465,-41.8,4.961309449525998,5228.1,1
0,6,0,1,0,0,5,1,1,999,0,0,-2.9,92.963,-40.8,1.2673170128943847,5076.2,1
1,1,0,0,0,0,5,2,6,999,0,0,1.4,94.465,-41.8,4.875781816491148,5228.1,1
0,1,0,1,0,1,3,2,2,6,2,2,-1.8,93.876,-40.0,0.6837747169794159,5008.7,1
1,6,0,1,0,1,2,2,2,999,0,0,-1.1,94.767,-50.8,1.0414997857081185,4963.6,1
0,1,0,0,0,1,2,1,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,1
1,0,0,1,0,1,8,3,1,999,0,0,-3.4,92.431,-26.9,0.724088780310453,5017.5,1
0,1,0,1,0,1,9,0,2,999,0,0,-1.8,92.843,-50.0,1.6742354680360287,5099.1,1
1,0,0,0,0,1,8,4,2,6,1,2,-3.4,92.431,-26.9,0.735,5017.5,1
0,1,0,0,0,1,1,3,1,999,0,0,-1.7,94.027,-38.3,0.9006566279005274,4991.6,1
0,5,0,1,0,1,3,3,1,999,0,0,-1.8,92.893,-46.2,1.3112617212578286,5099.1,1
1,2,0,0,0,1,8,0,1,999,0,0,-1.1,94.601,-49.5,0.9831614033997575,4963.6,1
1,6,0,0,0,1,3,0,2,999,0,0,-1.8,92.893,-46.2,1.2749661759547917,5099.1,1
0,0,0,1,0,1,8,0,1,6,1,2,-3.4,92.431,-26.9,0.7344927334443764,5017.5,1
1,2,0,1,0,1,1,2,1,999,0,0,-2.9,92.201,-31.4,0.8776415587720832,5076.2,1
0,6,0,0,0,1,8,2,1,5,2,2,-1.1,94.601,-49.5,0.9798420892450846,4963.6,1
0,1,0,1,0,1,4,3,1,3,3,2,-1.7,94.13197984373916,-40.040562011684855,0.7472353095657709,4991.6,1
0,0,0,0,0,1,3,0,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
1,3,0,0,0,1,4,0,1,999,0,0,1.4,93.918,-42.7,4.961137799772044,5228.1,1
0,0,0,1,0,1,0,2,4,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
0,2,0,0,0,0,3,0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
1,1,0,0,0,0,0,1,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
0,3,0,0,0,1,4,2,2,24,1,1,-1.7,94.215,-40.3,0.8835310482350913,4991.6,1
0,1,0,0,0,1,2,3,4,999,0,0,-0.1,93.2,-42.0,4.108555983309911,5195.8,1
0,2,0,0,0,1,2,2,1,3,1,2,-3.4,92.649,-30.1,0.7147265034594069,5017.5,1
0,1,0,1,0,1,1,2,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
0,5,0,1,0,1,2,0,1,999,0,0,-3.4,92.649,-30.1,0.7189883416220089,5017.5,1
0,1,0,1,1,1,0,3,1,999,0,0,-1.8,93.075,-47.1,1.3856256769363875,5099.1,1
0,1,0,0,0,1,0,3,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
1,2,0,1,0,1,4,4,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
0,6,0,1,0,1,8,1,1,5,1,2,-1.1,94.601,-49.5,0.981823739073461,4963.6,1
1,1,0,1,0,0,4,3,1,6,1,2,-1.7,94.215,-40.3,0.8867522002960162,4991.6,1
0,6,0,1,0,1,3,0,1,6,1,2,-1.7,94.18930120584986,-40.026608572870785,0.8444320042359579,4991.6,1
0,6,0,0,0,1,9,3,1,999,0,0,-1.8,92.843,-50.0,1.757,5099.1,1
1,2,0,1,1,1,4,2,1,999,0,0,1.4,93.918,-42.7,4.960948827814601,5228.1,1
0,1,0,0,0,1,4,1,2,6,2,2,-1.7,94.215,-40.3,0.861,4991.6,1
1,1,0,1,0,1,4,0,1,999,0,0,1.4,93.918,-42.7,4.961583093034776,5228.1,1
0,2,0,0,0,0,3,0,2,999,0,0,1.1,93.994,-36.4,4.861113596853927,5191.0,1
1,1,0,1,0,1,5,4,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
1,1,0,0,0,1,2,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
0,1,1,0,0,1,1,4,3,999,0,0,1.4,93.444,-36.1,4.964148087838041,5228.1,1
0,2,0,1,0,1,0,3,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,1
0,1,0,0,0,1,2,0,2,999,0,0,-0.1,93.2,-42.0,4.0355011710606545,5195.8,1
0,0,0,0,0,0,4,1,1,3,1,2,-1.7,94.06908502722189,-39.84401571006838,0.746437152902431,4991.6,1
0,1,0,0,0,1,5,0,3,999,0,0,-2.9,92.963,-40.8,1.2669622472038264,5076.2,1
0,3,0,0,0,1,4,4,1,999,0,0,1.4,93.918,-42.7,4.962176141133874,5228.1,1
1,2,0,1,0,1,3,3,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
2,3,1,0,0,0,4,0,5,999,0,0,1.4,94.31371904760866,-42.04890833117406,4.890826786804316,5228.1,1
0,2,0,0,0,1,1,3,1,999,0,0,-2.9,92.201,-31.4,0.873,5076.2,1
0,4,0,0,0,1,3,3,2,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,1
0,1,0,0,0,1,0,3,1,999,0,0,-1.8,93.075,-47.1,1.3971959700013643,5099.1,1
1,3,1,1,0,0,3,4,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
0,1,0,1,1,1,0,4,1,999,0,0,-1.8,93.075,-47.1,1.475886551012508,5099.1,1
1,0,0,0,0,1,4,3,1,999,0,0,-2.9,92.469,-33.6,1.072,5076.2,1
2,0,0,0,0,1,1,0,1,999,0,0,-2.9,92.201,-31.4,0.8623218315334601,5076.2,1
0,1,0,0,0,1,5,3,2,3,1,2,-2.9,92.963,-40.8,1.26,5076.2,1
1,1,0,0,0,1,3,2,4,999,0,0,-1.8,92.893,-46.2,1.3486460124648505,5099.1,1
0,2,0,0,0,1,6,1,2,9,1,2,-1.1,94.199,-37.5,0.8830433387333025,4963.6,1
1,2,0,0,0,1,1,3,1,3,1,2,-2.9,92.201,-31.4,0.8617934769691042,5076.2,1
0,1,0,1,0,1,5,4,2,3,1,2,-2.9,92.963,-40.8,1.26,5076.2,1
0,2,1,1,0,1,4,1,3,999,0,0,1.4,93.918,-42.7,4.95753672645584,5228.1,1
1,1,0,1,0,1,4,1,1,999,0,0,1.4,93.918,-42.7,4.962951988134391,5228.1,1
0,1,0,1,0,1,1,1,1,999,0,0,-2.9,92.201,-31.4,0.8809999999999999,5076.2,1
0,2,0,0,0,1,1,1,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
0,1,0,1,0,1,2,2,1,999,0,0,-1.1,94.767,-50.8,1.0408928874846848,4963.6,1
0,4,0,1,0,1,0,1,1,999,0,0,-1.8,93.075,-47.1,1.4225625815873146,5099.1,1
0,0,0,0,0,0,7,3,1,999,0,0,-3.0,92.713,-33.0,0.7140000000000001,5023.5,1
2,6,0,0,0,1,1,0,1,999,0,0,1.4,93.444,-36.1,4.968825227618482,5228.1,1
0,0,0,0,0,1,1,0,2,999,0,0,1.4,93.444,-36.1,4.967193815957827,5228.1,1
0,5,0,1,0,1,4,2,1,3,1,2,-1.7,94.21256440456136,-40.292388764254255,0.8447060899232233,4991.6,1
0,1,0,1,0,1,4,0,1,9,1,2,-1.7,94.1028716029917,-39.94959875934902,0.7600443186274229,4991.6,1
0,3,0,1,1,1,3,0,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,1
1,1,0,0,0,1,0,3,1,999,0,0,-1.8,93.075,-47.1,1.418730071456998,5099.1,1
1,2,0,0,0,1,5,2,1,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,1
1,1,0,1,0,1,7,2,1,6,1,2,-3.0,92.713,-33.0,0.7122234944530773,5023.5,1
0,4,0,0,0,1,5,1,2,999,0,0,-2.9,92.963,-40.8,1.2294786806286793,5076.2,1
1,2,0,1,0,1,3,0,2,999,0,0,-1.8,92.893,-46.2,1.2509602674337468,5099.1,1
0,1,0,1,0,1,5,0,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
0,2,0,1,1,1,8,1,2,12,1,1,-1.1,94.601,-49.5,1.029,4963.6,1
0,0,0,1,0,1,5,2,3,999,0,0,-2.9,92.963,-40.8,1.2766051543504155,5076.2,1
0,1,0,1,0,1,1,3,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,1
1,1,0,1,0,1,0,3,2,999,0,0,-1.8,93.075,-47.1,1.4050466224709721,5099.1,1
1,1,0,0,0,1,4,0,7,999,0,0,1.4,93.918,-42.7,4.959809554301114,5228.1,1
0,1,0,1,0,1,4,0,2,999,0,0,-1.7,94.21453818144204,-40.298556817006364,0.8846420906175797,4991.6,1
0,2,0,0,0,1,2,3,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
0,1,0,1,0,1,1,0,2,3,2,2,-2.9,92.201,-31.4,0.8506615369836538,5076.2,1
0,2,0,0,0,0,3,1,2,999,0,0,1.1,93.994,-36.4,4.860918857619975,5191.0,1
0,1,0,1,1,1,2,3,2,999,0,0,-0.1,93.2,-42.0,4.101703301788207,5195.8,1
0,1,0,0,0,1,0,2,1,999,0,0,-1.8,93.749,-34.6,0.657101187589043,5008.7,1
0,1,0,0,0,1,1,4,1,3,2,2,-1.7,94.027,-38.3,0.9,4991.6,1
1,3,0,1,0,1,9,0,1,9,1,2,-1.8,93.369,-34.8,0.6385882446161688,5008.7,1
