age,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
31,married,university.degree,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
52,married,high.school,unknown,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
36,married,high.school,no,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
42,divorced,high.school,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
31,married,basic.9y,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
36,married,professional.course,no,yes,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
56,married,university.degree,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
33,married,high.school,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,single,university.degree,no,no,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,no
30,single,high.school,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
25,single,high.school,unknown,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27,single,university.degree,no,yes,no,cellular,jun,wed,4,3,2,success,-1.7,94.055,-39.8,0.767,4991.6,yes
31,married,professional.course,no,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
27,single,high.school,no,no,yes,telephone,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,no
33,single,university.degree,no,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
50,married,university.degree,no,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
31,single,university.degree,no,yes,no,cellular,jul,mon,9,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
31,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
51,married,university.degree,no,no,yes,cellular,jul,fri,4,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,no
24,married,professional.course,no,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
56,married,basic.4y,unknown,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
26,single,basic.9y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
41,married,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
63,married,high.school,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,yes
44,married,high.school,no,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
45,single,basic.6y,no,yes,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
35,single,university.degree,no,yes,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
39,married,high.school,unknown,yes,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
49,married,unknown,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
38,married,basic.6y,unknown,no,no,telephone,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
46,married,unknown,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,divorced,university.degree,no,yes,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
50,married,basic.4y,unknown,no,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
30,married,basic.9y,no,yes,no,telephone,may,thu,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
50,married,basic.9y,no,no,no,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.843,-50.0,1.548,5099.1,yes
68,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
25,single,professional.course,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
49,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
33,married,high.school,no,no,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
41,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
41,married,basic.9y,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
32,married,high.school,no,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
38,divorced,high.school,unknown,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
29,single,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
28,married,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
35,married,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
57,married,basic.6y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
35,single,university.degree,no,no,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,yes
33,divorced,high.school,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
30,married,university.degree,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
36,married,high.school,no,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
61,married,university.degree,no,yes,no,cellular,mar,mon,6,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,no
35,married,professional.course,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
32,married,university.degree,no,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
70,married,high.school,no,yes,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,no
41,divorced,high.school,no,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
48,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
31,single,university.degree,no,no,yes,telephone,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,no
42,married,university.degree,unknown,no,no,cellular,apr,fri,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
42,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28,married,basic.6y,no,no,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no
57,single,university.degree,unknown,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
50,divorced,high.school,no,no,no,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
28,married,basic.9y,no,no,yes,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
25,single,university.degree,no,no,no,cellular,aug,thu,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
39,single,unknown,no,yes,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.224,5076.2,yes
33,single,basic.9y,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
52,married,unknown,unknown,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,single,university.degree,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
45,married,basic.9y,unknown,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
40,married,university.degree,unknown,yes,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
29,married,high.school,unknown,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
53,married,basic.9y,no,yes,yes,cellular,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
55,married,university.degree,no,yes,no,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28,single,basic.9y,unknown,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
38,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34,married,basic.9y,no,no,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.2990000000000002,5099.1,no
26,single,university.degree,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
22,single,high.school,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
44,divorced,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
35,single,university.degree,no,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
34,single,professional.course,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
39,divorced,university.degree,unknown,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
33,single,high.school,no,no,no,cellular,may,thu,1,12,2,failure,-1.8,92.893,-46.2,1.266,5099.1,yes
40,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
32,single,high.school,no,yes,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
49,married,professional.course,no,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
30,divorced,professional.course,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
29,married,university.degree,no,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
42,married,basic.9y,unknown,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
53,single,professional.course,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,married,professional.course,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
36,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
50,single,basic.4y,no,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,married,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,yes
36,married,basic.6y,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
51,married,professional.course,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes
85,married,basic.4y,unknown,yes,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes
40,married,basic.6y,no,no,no,cellular,may,tue,1,11,1,success,-1.8,92.893,-46.2,1.344,5099.1,no
81,married,professional.course,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
58,married,unknown,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
26,single,high.school,no,yes,no,telephone,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.8540000000000001,5076.2,no
37,divorced,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
35,single,university.degree,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
46,married,professional.course,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no
53,married,basic.4y,no,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
52,married,university.degree,no,yes,no,cellular,may,fri,3,3,3,success,-1.8,93.876,-40.0,0.684,5008.7,yes
28,single,unknown,no,yes,no,cellular,dec,wed,2,999,0,nonexistent,-3.0,92.713,-33.0,0.706,5023.5,no
50,married,basic.9y,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
42,married,professional.course,no,yes,yes,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
52,married,basic.4y,unknown,yes,yes,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes
31,married,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
42,married,high.school,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
51,divorced,university.degree,unknown,yes,no,cellular,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
40,single,basic.9y,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
36,married,university.degree,unknown,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
43,single,high.school,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,single,basic.4y,no,no,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
39,married,basic.9y,unknown,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
48,married,university.degree,no,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,married,basic.4y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
51,married,professional.course,no,yes,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
35,divorced,basic.9y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
28,single,university.degree,no,yes,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
29,married,university.degree,no,yes,no,telephone,dec,tue,4,999,0,nonexistent,-3.0,92.713,-33.0,0.7070000000000001,5023.5,no
55,married,basic.4y,unknown,yes,yes,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
46,married,professional.course,no,yes,no,telephone,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
44,married,basic.9y,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,no
48,married,basic.9y,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
31,married,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
31,single,basic.9y,no,no,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
34,married,university.degree,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.8859999999999999,4963.6,no
56,divorced,university.degree,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
38,married,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
42,divorced,university.degree,no,yes,no,telephone,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
30,single,professional.course,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-1.1,94.199,-37.5,0.883,4963.6,no
30,married,high.school,no,yes,no,telephone,jun,tue,10,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
48,married,basic.9y,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
59,married,professional.course,no,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
31,single,high.school,no,no,no,cellular,jul,tue,35,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,single,high.school,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
46,divorced,high.school,no,yes,no,telephone,jul,thu,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes
45,divorced,basic.9y,no,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
39,married,basic.6y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
40,divorced,university.degree,no,no,no,telephone,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
42,divorced,unknown,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
39,married,university.degree,unknown,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
39,married,basic.6y,no,no,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40,married,high.school,no,no,no,cellular,aug,mon,3,999,0,nonexistent,-2.9,92.201,-31.4,0.821,5076.2,no
40,single,basic.4y,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,no
32,married,basic.9y,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
46,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no
44,married,basic.9y,unknown,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
44,married,university.degree,unknown,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39,married,unknown,unknown,no,no,cellular,apr,thu,1,9,1,success,-1.8,93.075,-47.1,1.41,5099.1,no
49,married,basic.4y,unknown,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
29,single,high.school,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
25,single,professional.course,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,single,basic.9y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no
33,single,high.school,no,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
30,single,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
34,single,university.degree,no,yes,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
34,divorced,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
75,divorced,basic.4y,no,no,no,telephone,nov,mon,8,3,1,success,-3.4,92.649,-30.1,0.7140000000000001,5017.5,no
37,married,professional.course,no,yes,no,cellular,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
24,single,basic.6y,no,no,no,telephone,jul,thu,10,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
33,single,university.degree,no,yes,no,cellular,aug,thu,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
59,married,basic.4y,unknown,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
28,single,high.school,no,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
45,married,unknown,unknown,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
31,married,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no
53,married,university.degree,no,yes,no,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
55,married,basic.4y,unknown,yes,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
39,married,basic.4y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
27,married,basic.4y,unknown,no,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
34,married,high.school,no,yes,no,telephone,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
44,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no
49,married,high.school,unknown,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
44,single,university.degree,unknown,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
41,single,university.degree,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,married,basic.6y,unknown,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
42,married,basic.4y,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
58,divorced,university.degree,no,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
51,married,university.degree,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.3130000000000002,5099.1,no
54,married,university.degree,no,yes,yes,cellular,aug,thu,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
35,married,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,yes
27,single,professional.course,no,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
37,single,university.degree,no,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
35,married,unknown,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
29,single,high.school,no,unknown,unknown,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no
33,married,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,yes
49,married,university.degree,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
28,single,university.degree,no,yes,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
45,divorced,high.school,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
43,married,high.school,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
23,married,basic.9y,no,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
25,single,basic.9y,no,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
32,married,university.degree,no,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
36,married,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
51,married,university.degree,unknown,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
35,single,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
28,married,high.school,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
33,married,professional.course,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,married,university.degree,no,no,no,telephone,jul,wed,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
31,married,professional.course,unknown,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
49,married,basic.4y,unknown,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
34,married,university.degree,no,yes,yes,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,divorced,high.school,no,yes,no,cellular,jul,wed,17,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
38,single,university.degree,no,yes,yes,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
58,single,professional.course,no,yes,no,cellular,apr,mon,1,6,1,success,-1.8,93.749,-34.6,0.642,5008.7,no
57,married,university.degree,no,no,no,cellular,sep,fri,2,6,2,success,-1.1,94.199,-37.5,0.883,4963.6,yes
48,married,basic.4y,unknown,yes,yes,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
56,married,university.degree,no,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no
40,married,basic.9y,unknown,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
26,married,university.degree,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
40,married,professional.course,no,yes,no,cellular,aug,wed,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
36,married,basic.6y,unknown,no,no,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
55,married,high.school,no,unknown,unknown,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
41,married,university.degree,no,yes,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
29,married,professional.course,no,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
